Date,Open,High,Low,Close ,Adj Close ,Volume
15-Nov-23,4.11,4.94,4.1,4.66,4.66,"8,149,700"
14-Nov-23,3.99,3.99,3.55,3.77,3.77,"4,378,300"
13-Nov-23,4.35,4.47,3.95,4,4,"3,638,500"
10-Nov-23,4.15,4.35,4.01,4.31,4.31,"1,733,200"
9-Nov-23,4.13,4.35,4.05,4.13,4.13,"2,180,900"
8-Nov-23,4,4.14,3.9,4.09,4.09,"1,537,000"
7-Nov-23,4,4.08,3.89,3.97,3.97,"1,582,500"
6-Nov-23,4.1,4.19,3.95,4.01,4.01,"1,424,800"
3-Nov-23,3.87,4.32,3.87,4.14,4.14,"4,029,700"
2-Nov-23,3.54,3.8,3.54,3.77,3.77,"1,907,500"
1-Nov-23,3.3,3.51,3.26,3.47,3.47,"1,349,800"
31-Oct-23,3.24,3.38,3.13,3.31,3.31,"1,490,100"
30-Oct-23,3.09,3.28,2.97,3.24,3.24,"1,568,500"
27-Oct-23,3.28,3.41,3.04,3.05,3.05,"1,145,300"
26-Oct-23,2.94,3.33,2.94,3.25,3.25,"2,201,800"
25-Oct-23,3,3.01,2.85,2.92,2.92,"1,864,900"
24-Oct-23,2.8,3.05,2.8,2.87,2.87,"1,211,800"
23-Oct-23,2.92,2.92,2.73,2.74,2.74,"3,054,400"
20-Oct-23,3.01,3.04,2.9,2.93,2.93,"1,493,400"
19-Oct-23,3.09,3.11,2.95,2.99,2.99,"1,823,700"
18-Oct-23,3.28,3.28,3.08,3.09,3.09,"985,500"
17-Oct-23,3.15,3.38,3.13,3.32,3.32,"1,111,300"
16-Oct-23,3.06,3.18,2.97,3.17,3.17,"1,599,700"
13-Oct-23,3.23,3.27,3.04,3.06,3.06,"1,945,400"
12-Oct-23,3.43,3.43,3.23,3.25,3.25,"1,364,900"
11-Oct-23,3.63,3.7,3.4,3.44,3.44,"1,464,900"
10-Oct-23,3.3,3.61,3.23,3.61,3.61,"1,784,700"
9-Oct-23,3.67,3.69,3.25,3.27,3.27,"2,769,500"
6-Oct-23,3.72,3.78,3.65,3.72,3.72,"921,000"
5-Oct-23,3.78,3.81,3.66,3.75,3.75,"613,700"
4-Oct-23,3.64,3.81,3.62,3.78,3.78,"1,057,500"
